"30","5263","169","Teknis / Administrasi Lainnya","BADAN KEPEGAWAIAN, PENDIDIKAN DAN PELATIHAN DAERAH","2017-01-03","11","2017-01-03","KEPALA BKPP","75",NULL,"4",NULL,NULL
"31","5271","1788","GURU MADYA","SDN 2 LOKTABAT SELATAN","2014-10-01","823.4/36/Si.2-BKD/2014","2014-09-30","GUBERNUR KALSEL","529",NULL,"3",NULL,NULL
"32","5271",NULL,"GURU PEMBINA","SDN GUNTUNG PAYUNG 4","2005-10-01","823.4/13-SI.3/BKD","2005-09-29","GUBERNUR KALSEL",NULL,NULL,"3",NULL,NULL
"33","5271",NULL,"GURU DEWASA","SDN LOKTABAT 4","2003-10-01","823.3/092-Da SIPEG/BKD","2003-09-18","WALIKOTA",NULL,NULL,"3",NULL,NULL
"34","5272","1788","GURU MADYA","SDN 2 LOKTABAT SELATAN","2011-10-01","823.4/30/SI.2-BKD/2011","2011-09-30","GUBERNUR","529",NULL,"3",NULL,NULL
"35","5272",NULL,"GURU DEWASA TINGKAT I","SDN LOKTABAT 4","2008-10-01","823.3/50-DASIPEG/BKD","2008-09-08","WALIKOTA",NULL,NULL,"3",NULL,NULL
"36","5272",NULL,"GURU DEWASA","SDN LOKTABAT 4","2006-10-01","823.3/043-DASIPEG/BKD","2006-09-25","WALIKOTA",NULL,NULL,"3",NULL,NULL
"37","5272",NULL,"GURU MADYA TINGKAT I","SDN LOKTABAT 6","2004-10-01","823.3/071-DASIPEG/BKD","2004-10-04","WALIKOTA",NULL,NULL,"3",NULL,NULL
"38","5272",NULL,"GURU MADYA","SDN LOKTABAT 6","2002-01-01","823.3/032-DASIPEG/BKD","2002-03-19","WALIKOTA",NULL,NULL,"3",NULL,NULL
"39","5272",NULL,"GURU MUDA TINGKAT I","SDN LOKTABAT 6","1999-10-01","V-13-02.03/058/KEP/X/1999/T","1970-01-01","WALIKOTA",NULL,NULL,"3",NULL,NULL
"40","5275",NULL,"GURU MADYA","SDN BANGKAL 2","2007-07-01","821.2/102-BANGDIK/BKD","2007-07-31","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"41","5274",NULL,"GURU PERTAMA","SDN LANDASAN ULIN TIMUR 6","2007-07-01","821.2//02-BANGDIK/BKD","1970-01-01","WAKIKOTA",NULL,NULL,"3",NULL,NULL
"42","5275","1787","GURU MUDA","SDN 2 LOKTABAT SELATAN","2014-03-01","821/33-BANG.PEG/BKD DAN DIKLAT","2014-02-17","WALIKOTA HRIS","529",NULL,"3",NULL,NULL
"43","5274","1787","GURU MUDA","SDN 2 LOKTABAT SELATAN","2013-10-01","821/233-BANGPEG/BKD & DIKLAT","2013-09-12","WALIKOTA","529",NULL,"3",NULL,NULL
"44","5273",NULL,"GURU PERTAMA TK.1","SDN LANDASAN ULIN BARAT 3","2010-05-01","821.2/031-DASIPEG/BAPEK DIKLATDA","2010-09-28","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"45","5273",NULL,"GURU MADYA","SDN LANDASAN ULIN BARAT 3","2012-04-01","823.3/206-DASIPEG/BKD&DIKLAT","2012-07-09","WALI KOTA HRIS",NULL,NULL,"3",NULL,NULL
"46","5273","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2016-04-01","823.3/216/BKD-DIKLAT","2016-03-31","KEPALA BKD&DIKLAT ","529",NULL,"3",NULL,NULL
"47","5276",NULL,"GURU MADYA","SDN IDAMAN","2009-07-01","821.3/086-DASIPEG/BAPEGDIKLATDA","2009-06-24","WALIKOTA",NULL,NULL,"3",NULL,NULL
"48","5276","1787","GURU MUDA","SDN 2 LOKTABAT SELATAN","2016-04-01","823.3/308/BKD-DIKLAT","2016-03-31","WALIKOTA HRIS","529",NULL,"3",NULL,NULL
"49","5277",NULL,"GURU PRATAMA TK. I","SDN PALAM 3","2011-05-02","821/104-BANG.PEG/BAPEGDIKLATDA","2011-05-02","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"50","5278",NULL,"GURU MADYA/GURU PERTAMA","SDN LANDASAN ULIN BARAT 4","2007-07-01","821.2/102-BANGDIK/BKD","2007-07-31","SEKDAKO HRIS",NULL,NULL,"3",NULL,NULL
"51","5278",NULL,"GURU DEWASA/GURU MUDA","SDN IDAMAN HRIS","2012-10-01","821/381-BANG.PEG/BKD & DIKLAT","2012-12-28","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"52","5278","1787","GURU MUDA","SDN 2 LOKTABAT SELATAN","2013-02-01","821/029-BANG.PEG/BKD & DIKLAT","2013-02-04","WALIKOTA HRIS","529",NULL,"3",NULL,NULL
"53","5279",NULL,"GURU PRATAMA TK.1","SDN PALAM 1","1998-03-01","821.12/250-16-SAT/DPK","1999-07-01","GUBERNUR A.N KEPALA DINAS P&K",NULL,NULL,"3",NULL,NULL
"54","5280","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2012-12-28","821/381-Bang.Peg/BKD&DIKLAT","2012-12-28","WALI KOTA","529",NULL,"3",NULL,NULL
"55","5279","1787","GURU DEWASA","SDN IDAMAN BERTARAF INTERNASIONAL","2009-10-01","823.3/116.D2SIPEG/BAPEG DIKLATDA","2009-11-20","WALIKOTA",NULL,NULL,"3",NULL,NULL
"56","5279",NULL,"GURU DEWASA TK.1","SDN IDAMAN RS31","2009-10-01","823.3/214-D2SIPEG/BKD-DIKLAT","2012-11-28","WALIKOTA A.N SEKDA",NULL,NULL,"3",NULL,NULL
"57","5279","1787","GURU MUDA","SDN 2 LOKTABAT SELATAN","2012-12-28",,"1970-01-01",,"529",NULL,"3",NULL,NULL
"58","5281","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2012-10-01",,"1970-01-01",,"529",NULL,"3",NULL,NULL
"59","5282",NULL,"FUNGSIONAL GURU MADYA","SDN RSBI HRIS","2010-05-01","821/094-BANG.PEG/BAPEGDIKLATDA","2010-04-20","SEKDA KOTA HRIS",NULL,NULL,"3",NULL,NULL
"60","5282","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2012-12-28","821/381-BANG-PEG/BKD & DIKLAT","2012-12-28","WALIKOTA HRIS","529",NULL,"3",NULL,NULL
"61","5277",NULL,"GURU MADYA","SDN PALAM 3","2016-09-01","821/262.BANG.PEG/BKD&DIKLAT","2012-08-31","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"62","5283","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2012-10-01",,"1970-01-01",,"529",NULL,"3",NULL,NULL
"63","5277","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2017-02-01",,"1970-01-01",,"529",NULL,"3",NULL,NULL
"64","5284",NULL,"GURU MUDA","SD ISLAM AL-MANSHUR","2006-04-01","823.2/073-DASIPEG/BKD","2009-04-17","WALIKOTA",NULL,NULL,"3",NULL,NULL
"65","5284",NULL,"GURU MADYA","SD ISLAM AL-MANSHUR","2011-10-01","823.3/274-DASIPEG/BAPEGDIKLATDA","2011-10-28","WALIKOTA",NULL,NULL,"3",NULL,NULL
"66","5286","1788","GURU MADYA","SDN 2 LOKTABAT SELATAN","2012-02-01","821/043-BANG.PEG/BAPEGDIKLATDA","2012-01-30","WALIKOTA HRIS","529",NULL,"3",NULL,NULL
"67","5284","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2013-10-01","823.3/030-DASIPEG/BKD-DIKLAT","2013-09-30","WALIKOTA","529",NULL,"3",NULL,NULL
"68","5285",NULL,"GURU MADYA","SDN TANJUNG PAGAR 4","2010-08-01","821.13/018-SI.UM/BKD,DIKLAT","2010-07-30","WALIKOTA BANJAMASIN",NULL,NULL,"3",NULL,NULL
"69","5285",NULL,"GURU MADYA TINGKAT 1","SDN TANJUNG PAGAR 4","1970-01-01","823/009-SI.UM/BKD,DIKLAT","2012-09-27","WALIKOTA BANJARMASIN",NULL,NULL,"3",NULL,NULL
"70","5285","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2016-03-01",,"1970-01-01",,"529",NULL,"3",NULL,NULL
"71","5287",NULL,"GURU MADYA","SDN GUNUNG KUPANG 1","2007-07-01","821.2/102-BANGDIK/BKD","2007-07-31","SEKDAKO",NULL,NULL,"3",NULL,NULL
"72","5287","1787","GURU MUDA","SDN 2 LOKTABAT SELATAN","2012-12-28","821/381-BANG.PENG/BKD DIKLAT","2012-12-28","WALIKOTA","529",NULL,"3",NULL,NULL
"73","5288",NULL,"GURU PERTAMA","SDN KANDANGAN UTARA 2","2012-12-31","821.29/1811-BANGDUKKES/BKDDIKLAT","2012-12-31","BUPATI HSS",NULL,NULL,"3",NULL,NULL
"74","5288","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2016-03-01",,"1970-01-01",,"529",NULL,"3",NULL,NULL
"75","5290",NULL,"GURU MADYA","SDN BATU AMPAR","2007-07-01","821.2/102-BANGDIK/BKD","2007-07-31","SEKDAKO HRIS",NULL,NULL,"3",NULL,NULL
"76","5289",NULL,"GURU MADYA","SDN IDAMAN","2010-05-01","821/094-BANG.PEG/BAPEGDIKLATDA","2010-04-20","WALIKOTA",NULL,NULL,"3",NULL,NULL
"77","5290",NULL,"GURU MADYA TK. I","SDN IDAMAN HRIS","2012-10-01","821/381-BANGDIK/BKD & DIKLAT","2012-12-28","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"78","5289",NULL,"GURU MADYA TINGKAT I","SDN IDAMAN","2012-04-01","823.3/219-DASIPEG/BKD & DIKLAT","2012-07-23","WALIKOTA",NULL,NULL,"3",NULL,NULL
"79","5290","1787","GURU MUDA","SDN 2 LOKTABAT SELATAN","2013-02-01","821/029-BANGPEG/BKD & DIKLAT","2013-02-04","WALIKOTA HRIS","529",NULL,"3",NULL,NULL
"80","5289","1787","GURU MUDA","SDN 2 LOKTABAT SELATAN","2016-04-01","823.3/237/BKD-DIKLAT","2016-03-31","WALIKOTA","529",NULL,"3",NULL,NULL
"81","5291",NULL,"GURU PRATAMA TINGKAT I","TK NEGERI PEMBINA","2010-10-01","823.2/080-DASIPEG/BAPEGDIKLATDA","2010-11-09","WALIKOTA HRIS H.M.RAAZAIDIN NOOR",NULL,NULL,"3",NULL,NULL
"82","5291",NULL,"GURU PERTAMA","TK NEGERI PEMBINA","2013-10-01","823.3/051-DASIPEG/BKD-DIKLAT","2013-09-30","a.n WALIKOTA HRIS DRS.FIRDAUS HAZAIRIN ",NULL,NULL,"3",NULL,NULL
"83","5291","1786","GURU PERTAMA","TK NEGERI PEMBINA LIANG ANGGANG","2016-04-01","823.3/230/BKD-DIKLAT","2016-03-31","a.n WALIKOTA HRIS DRS.FIRDAUS HAZAIRIN ","784",NULL,"3",NULL,NULL
"84","5293",NULL,"GURU MADYA","SDN BANGKAL 2","2007-07-01","821.2/102-BANGDIK/BKD","2007-07-31","SEKRETARIS DAERAH",NULL,NULL,"3",NULL,NULL
"85","5293",NULL,"GURU DEWASA","SDN IDAMAN","2012-10-01","821/381-BANG.PEG/BKD DIKLAT","2012-12-28","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"86","5293","1787","GURU MUDA","SDN 2 LOKTABAT SELATAN","2013-02-01","821/029-BANG.PEG/BKD DIKLAT","2013-02-04","WALIKOTA HRIS","529",NULL,"3",NULL,NULL
"87","5294",NULL,"GURU PRATAMA","TK NEGERI PEMBINA KOTA HRIS","2007-01-01","813.2/052-DASIPEG/BKD","2007-08-28","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"88","5292",NULL,,"TK. WILDAN BJM","1987-03-01","858/KEP/C-4/1987","1987-06-03","KEMENDIKBUD RI",NULL,NULL,,NULL,NULL
"89","5294",NULL,,,"2008-12-01","821.12/55-DASIPEG/BKD","2008-11-20",,NULL,NULL,"3",NULL,NULL
"94","5294",NULL,"GURU PRATAMA","TK NEGERI PEMBINA KOTA HRIS DI PERBANTUKAN DI TK MUFAKAT","2010-10-01","823.2/079-DASIPEG/BAPEGDIKLATDA","2010-10-29","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"91","5292",NULL,"GURU TAMAN KANAK - KANAK","TK. WILDAN BJM","1988-10-01","2366/KEP/C-1/1988","1988-09-21","KEMENDIKBUD RI",NULL,NULL,"3",NULL,NULL
"92","5294",NULL,"GURU PRATAMA","DIPERBANTUKAN DI TK MUFAKAT JABATAN FUNGSIONAL","2009-04-01","821./114-BANG.PEG-BAPEGDIKLATDA","2009-04-13","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"93","5292",NULL,"GURU TAMAN KANAK - KANAK","TK. WILDAN BJM","1990-04-01","00260/KEP/A/54/90/13","1990-03-01","BAKN",NULL,NULL,"3",NULL,NULL
"95","5294","1786","GURU PERTAMA",,"2014-10-01","823/312-DASIPEG/BKD-DIKLAT","2014-09-30","BKD",NULL,NULL,"3",NULL,NULL
"99","5292",NULL,"GURU MADYA TK. 1","TK. BHY-3","1998-04-01","V.13-02/00007/KEP/IV/1998/T","1998-04-06","BAKN",NULL,NULL,"3",NULL,NULL
"96","5292",NULL,"GURU MUDA","TK. BHY-3","1994-04-01","13-16/04033/KEP/IV/1994","1994-08-04","BAKN",NULL,NULL,"3",NULL,NULL
"97","5292",NULL,"GURU MADYA","TK. BHY-3","1996-04-01","13-16/00139/KEP/IV/1996","1996-09-25","BAKN",NULL,NULL,"3",NULL,NULL
"98","5294","1786","GURU PERTAMA","TK NEGERI PEMBINA LIANG ANGGANG","2015-07-01","820/242-BANGPEG/BKD&DIKLAT","2015-06-30",,"784",NULL,"3",NULL,NULL
"100","5292",NULL,"GURU DEWASA","TK. BHY-3","2000-04-01","V.13-02.03/004/KEP/IV/2000/T","2000-02-24","BAKN",NULL,NULL,"3",NULL,NULL
"101","5292",NULL,"GURU DEWASA TK.1","TK. BHY-3","2002-04-01","823.3/033-DESIPEG/BKD","2002-04-04","WALIKOTA BJB",NULL,NULL,"3",NULL,NULL
"102","5292",NULL,"GURU PEMBINA","TK. BHY-3","2004-10-01","823.4/05.SI.3 BKD","2004-09-30","GUBERNUR KALSEL",NULL,NULL,"3",NULL,NULL
"103","5292",NULL,"GURU PEMBINA","TK. AL-INAYAH","2006-10-01","825/210-BANGDIK/BKD","2006-09-26","WALIKOTA BJB",NULL,NULL,"3",NULL,NULL
"104","5292","1788","GURU MADYA","TK NEGERI PEMBINA LIANG ANGGANG","2015-11-03","820/112-BANGPEG/BKD&DIKLAT","2015-11-03","BKD KOTA BJB","784",NULL,"3",NULL,NULL
"105","5295",NULL,"GURU PERTAMA","TK MODEL","2008-03-01","813.2/026DASIPEG/BKD","2008-03-10","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"106","5295",NULL,"GURU PERTAMA","TK NEGERI PEMBINA RSBI","2009-07-01","821.2/086-DASIPEG/BAPEGDIKLATDA","2009-06-24","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"107","5295",NULL,"GURU PRATAMA TK I","TK NEGERI RSBI","2012-10-01","823.3/159-DASIPEG/BKD-DIKLAT","2012-11-19","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"108","5295","1786","GURU PERTAMA","TK NEGERI PEMBINA LIANG ANGGANG","2016-04-01","823.3/222/BKD-DIKLAT","2016-03-31","WALIKOTA HRIS","784",NULL,"3",NULL,NULL
"109","5297",NULL,"GURU TK","TK NEGERI PEMBINA","2006-04-01","813.2/053/DASIPEG/BKD","2007-08-30","WALIKOTA",NULL,NULL,"4",NULL,NULL
"110","5297",NULL,"GURU PRATAMA","TK NEGERI PEMBINA","2010-10-01","29-10-2010","2013-10-01","WALIKOTA",NULL,NULL,"3",NULL,NULL
"111","5297","2384","GURU PRATAMA TK. I","TK NEGERI PEMBINA LIANG ANGGANG","2013-10-01","823.2/085/DASIPEG/BKD DIKLAT","2013-09-30","WALIKOTA ","784",NULL,"3",NULL,NULL
"112","5298",NULL,"GURU PRATAMA","TK.NEGERI PEMBINA HRIS","2007-01-01","813.2/052/DESPEG/BKD","2007-08-28","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"113","5298",NULL,"GURU PRATAMA","TK.NEGERI PEMBINA","2008-11-01","821.12/52.DESPEG/BKD","2008-10-20","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"114","5298",NULL,"GURU PRATAMA","TK.NEGERI PEMBINA HRIS","2010-10-01","812.2/079/DESSPEG/BKD","2010-10-29","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"115","5298",NULL,"GURU PRATAMA","TK.NEGERI PEMBINA HRIS","2013-10-01","823.2/028/DISPEG/BKD DIKLAT","2013-09-30","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"116","5298",NULL,"GURU PERTAMA","TK.NEGERI PEMBINA HRIS","2016-04-01","823.3/305/BKD DIKLAT","2016-03-31","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"117","5296",NULL,"GURU PRATAMA","TKN PEMBINA KOTA HRIS","2007-01-01","813.2/052-DASIPEG/BKD","2007-08-28","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"118","5298","1786","GURU PERTAMA","TK NEGERI PEMBINA LIANG ANGGANG","2016-04-13","820/031/BKD & DIKLAT","2016-04-13","WALIKOTA HRIS","784",NULL,"3",NULL,NULL
"119","5296",NULL,"GURU PRATAMA","TKN PEMBINA KOTA HRIS","2008-12-01","821.12/55-DASIPEG/BKD","2008-11-20","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"120","5296",NULL,"GURU PRATAMA TK.I","TKN PEMBINA KOTA HRIS","2011-10-01","823.2/259-DASIPEG/BAPEGDIKLATDA","2011-10-17","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"121","5296",NULL,"GURU PERTAMA","TKN PEMBINA KOTA HRIS","2012-10-01","823.3/262-DASIPEG/BKD&DIKLAT","2012-12-10","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"122","5296",NULL,"GURU PERTAMA","TKN PEMBINA KOTA HRIS","2016-04-01","523.3/214/BKD-DIKLAT","2016-03-31","GURU PERTAMA",NULL,NULL,"3",NULL,NULL
"123","5296","1786","GURU PERTAMA","TK NEGERI PEMBINA LIANG ANGGANG","2016-04-13","820/031/BKD&DIKLAT","2016-04-13","GURU PERTAMA","784",NULL,"3",NULL,NULL
"124","5299",NULL,"GURU PRATAMA","TK BHAYANGKARI KAMBAT UTARA (HULU SUNGAI TENGAH)","1992-03-01","941/KEP/C-4/1992","1992-06-26","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"125","5299",NULL,"GURU PRATAMA","TK BHAYANGKARI KAMBAT UTARA (HULU SUNGAI TENGAH)","1994-03-01","0413/KEP/C-1/1994","1994-02-17","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"126","5300",NULL,"GURU TAMAN KANAK-KANAK","TK ANGKASA II  HRIS","1985-03-01","1855/Kep/C-1/85","1985-05-30","MENDIKBUD RI",NULL,NULL,"3",NULL,NULL
"127","5299",NULL,"GURU PRATAMA TINGKAT 1","TK BHAYANGKARI KAMBAT UTARA (HULU SUNGAI TENGAH)","1996-04-01","13-16/00010/KEP/IV/1996","1996-05-15","BAKN",NULL,NULL,"3",NULL,NULL
"128","5300",NULL,"GURU TAMAN KANAK-KANAK","TK ANGKASA II HRIS","1986-10-01","4107/Kep/C-1/86","1986-09-30","MENDIKBUD RI",NULL,NULL,"3",NULL,NULL
"129","5299",NULL,"GURU PRATAMA TINGKAT 1","MUTASI KE TK KARTIKA VI-3 KAB BANJAR","1996-08-13","4046/KEP/C-1/1996","1996-05-13","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"130","5300",NULL,"GURU TAMAN KANAK-KANAK","TK ANGKASA II HRIS","1988-04-01","00102/Kep/H54/88/13","1988-03-11","BAKN",NULL,NULL,"3",NULL,NULL
"131","5299",NULL,"GURU MUDA","TK KARTIKA VI-3 KAB BANJAR","1999-04-01","V-13-02-03/041/KEP/IV/1999/T","1999-07-30","BAKN",NULL,NULL,"3",NULL,NULL
"132","5300",NULL,"GURU MUDA","TK ANGKASA II HRIS","1992-04-01","13-16/03588/Kep/IV/1995","1992-02-03","BAKN",NULL,NULL,"3",NULL,NULL
"133","5300",NULL,"GURU MUDA TINGKAT 1","TK GARUDA HRIS","1995-04-01","13-16/03434/Kep/IV/1995","1995-06-15","BAKN",NULL,NULL,"3",NULL,NULL
"134","5299",NULL,"GURU MUDA TINGKAT 1","TK KARTIKA VI-3 KOTA HRIS","2002-10-01","823.2/080-DASIPEG/BKD","2002-09-17","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"135","5300",NULL,"GURU MADYA","TK KARTIKA VI-3 BANJAR","1997-10-01","13-16/00008/Kep/X/1997/T","1997-09-25","BAKN",NULL,NULL,"3",NULL,NULL
"136","5299",NULL,"GURU MADYA","TK KARTIKA VI-3 KOTA HRIS","2006-04-01","823.3/022-DASIPEG/BKD","2006-03-29","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"137","5299",NULL,"GURU MADYA TINGKAT 1","TK KARTIKA VI-3 KOTA HRIS","2009-10-01","823.3/116-DASIPEG/BAPEG DIKLATDA","2009-11-20","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"138","5300",NULL,"GURU MUDA TK. 1","TK KARTIKA VI-3 BANJAR","1999-09-01","V-13.0203/005/Kep/X/1999","1999-09-14","BAKN",NULL,NULL,"3",NULL,NULL
"139","5299",NULL,"GURU DEWASA","TK KARTIKA VI-3 KOTA HRIS","2012-04-01","823.3/219-DASIPEG/BKD&DIKLAT","2012-07-23","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"140","5301",NULL,"GURU PRATAMA","TK NEGERI PEMBINA","2007-01-01","813.2/052-Dasipeg/BKD","2007-08-28","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"141","5300",NULL,"GURU DEWASA","TK KARTIKA VI-3 LANDASAN ULIN","2001-10-01","823.3/016.DASIPEG/BKD","2001-12-20","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"145","5300",NULL,"GURU PEMBINA","DINAS PENDIDIKAN KOTA HRIS","2007-04-01","823.4/16.31.3.BKD","2007-03-29","GUBERNUR KALSEL",NULL,NULL,"3",NULL,NULL
"143","5301",NULL,"GURU PRATAMA","TK NEGERI PEMBINA","2008-12-01","821.12/55-Dasipeg/BKD","2008-11-20","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"144","5300",NULL,"GURU DEWASA TK. 1","TK KARTIKA VI LANDASAN ULIN","2004-10-01","823.3/075.DASIPEG/BKD","2004-11-04","WALIKOTA HRIS",NULL,NULL,"3",NULL,NULL
"146","5299","1787","GURU MUDA","TK NEGERI PEMBINA LIANG ANGGANG","2016-10-01","823.3/097/BKD-DIKLAT","2016-09-30","WALIKOTA HRIS","784",NULL,"3",NULL,NULL
"147","5300","1788","GURU MADYA","TK NEGERI PEMBINA LIANG ANGGANG","2016-04-01","820/031/BKD&DILKLAT","2016-04-13","WALIKOTA HRIS","784",NULL,"3",NULL,NULL
"148","5302","1786","GURU PERTAMA","SDN 2 LOKTABAT SELATAN","2012-10-01","821/286-BANG.PEG/BKD DAN DIKLAT","2012-09-24","WALIKOTA HRIS","529",NULL,"3",NULL,NULL
"149","5303",NULL,"GURU TAMAN KANAK-KANAK","TK TUNAS HARAPAN PERIUK","1986-03-01","2720/KEP/C-4/1986","1986-06-14","MENDIKNUD",NULL,NULL,"3",NULL,NULL
"150","5303",NULL,"GURU TAMAN KANAK-KANAK","TK TUNAS HARAPAN LANDASAN ULIN","1988-01-01","3922/KEP/C-4/1987","1987-12-29","MENDIKBUD",NULL,NULL,"3",NULL,NULL
"151","5303",NULL,"GURU PRATAMA TINGKAT 1","TK TUNAS HARAPAN LANDASAN ULIN","1989-04-01","00062/KEP/F54/89/13","1989-03-11","BAKN",NULL,NULL,"3",NULL,NULL
"152","5303",NULL,"GURU MUDA","TK TUNAS HARAPAN LANDASAN ULIN","1993-04-01","13-16/03371/KEP/IV/1993","1993-07-28","BAKN",NULL,NULL,"3",NULL,NULL
