"1326",NULL,"8","739","28",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA PENDIDIKAN WILAYAH II","2",NULL,"58",NULL,"1"
"1325",NULL,"8","738","28",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA PENDIDIKAN WILAYAH I","2",NULL,"58",NULL,"1"
"1324",NULL,"8","737","28",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT SANGGAR KEGIATAN BELAJAR","2",NULL,"58",NULL,"1"
"1323",NULL,"7","736","28",NULL,NULL,NULL,NULL,"KEPALA UPT SMPN","2",NULL,"58",NULL,"1"
"1322",NULL,"7","735","28",NULL,NULL,NULL,NULL,"KEPALA UPT PENDIDIKAN WILAYAH II","2",NULL,"58",NULL,"1"
"1321",NULL,"7","734","28",NULL,NULL,NULL,NULL,"KEPALA UPT PENDIDIKAN WILAYAH I","2",NULL,"58",NULL,"1"
"1320",NULL,"7","733","28",NULL,NULL,NULL,NULL,"KEPALA UPT SANGGAR KEGIATAN BELAJAR","2",NULL,"58",NULL,"1"
"1319",NULL,"8","732","148",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN SOSIAL","2",NULL,"58",NULL,"1"
"1302",NULL,"8","715","143",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1301",NULL,"8","714","134",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN  SOSIAL","2",NULL,"58",NULL,"1"
"1284",NULL,"8","697","147",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1283",NULL,"8","696","131",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1282",NULL,"8","695","147",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1281",NULL,"8","694","131",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1280",NULL,"8","693","146",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN SOSIAL","2",NULL,"58",NULL,"1"
"1279",NULL,"8","692","131",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1278",NULL,"8","691","146",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1277",NULL,"8","690","146",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1276",NULL,"8","689","146",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1275",NULL,"8","688","142",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN  SOSIAL","2",NULL,"58",NULL,"1"
"1274",NULL,"8","687","142",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1273",NULL,"8","686","144",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN SOSIAL","2",NULL,"58",NULL,"1"
"1272",NULL,"8","685","142",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1285",NULL,"8","698","131",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN  SOSIAL","2",NULL,"58",NULL,"1"
"1286",NULL,"8","699","147",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1287",NULL,"8","700","147",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN SOSIAL","2",NULL,"58",NULL,"1"
"1300",NULL,"8","713","143",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1299",NULL,"8","712","134",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1298",NULL,"8","711","143",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1297",NULL,"8","710","134",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1296",NULL,"8","709","140",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN SOSIAL","2",NULL,"58",NULL,"1"
"1295",NULL,"8","708","140",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1294",NULL,"8","707","140",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1293",NULL,"8","706","140",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1292",NULL,"8","705","134",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1291",NULL,"8","704","149",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN SOSIAL","2",NULL,"58",NULL,"1"
"1290",NULL,"8","703","149",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1289",NULL,"8","702","149",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1288",NULL,"8","701","149",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1271",NULL,"8","684","144",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1414",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"AUDITOR KEPEGAWAIAN UTAMA","3",NULL,"60",NULL,"1"
"1397",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"AUDITOR UTAMA","3",NULL,"60",NULL,"1"
"1396",NULL,NULL,NULL,NULL,"20",NULL,NULL,NULL,"PEMBIMBING KESEHATAN KERJA PEMULA ","3",NULL,"58",NULL,"1"
"1395",NULL,NULL,NULL,NULL,"15",NULL,NULL,NULL,"DOKTER PERTAMA","3",NULL,"60",NULL,"1"
"1394",NULL,NULL,NULL,NULL,"15",NULL,NULL,NULL,"DOKTER PENYELIA","3",NULL,"58",NULL,"1"
"1393",NULL,NULL,NULL,NULL,"15",NULL,NULL,NULL,"DOKTER PELAKSANA LANJUTAN","3",NULL,"58",NULL,"1"
"1392",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"AUDITOR MADYA","3",NULL,"60",NULL,"1"
"1390",NULL,NULL,NULL,NULL,"15",NULL,NULL,NULL,"DOKTER PELAKSANA","3",NULL,"58",NULL,"1"
"1388",NULL,NULL,NULL,NULL,"15",NULL,NULL,NULL,"DOKTER PEMULA","3",NULL,"58",NULL,"1"
"1386",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"AUDITOR MUDA","3",NULL,"58",NULL,"1"
"1381",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"AUDITOR PERTAMA","3",NULL,"58",NULL,"1"
"1376",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"AUDITOR PENYELIA","3",NULL,"58",NULL,"1"
"1372",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"AUDITOR PELAKSANA LANJUTAN","3",NULL,"58",NULL,"1"
"1371",NULL,NULL,NULL,NULL,"6",NULL,NULL,NULL,"ANALIS KEPEGAWAIAN PELAKSANA","3",NULL,"58",NULL,"1"
"1398",NULL,NULL,NULL,NULL,"15",NULL,NULL,NULL,"DOKTER MUDA","3",NULL,"60",NULL,"1"
"1399",NULL,NULL,NULL,NULL,"20",NULL,NULL,NULL,"PEMBIMBING KESEHATAN KERJA PELAKSANA","3",NULL,"58",NULL,"1"
"1400",NULL,NULL,NULL,NULL,"15",NULL,NULL,NULL,"DOKTER MADYA","3",NULL,"60",NULL,"1"
"1413",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"AUDITOR KEPEGAWAIAN MADYA","3",NULL,"60",NULL,"1"
"1412",NULL,NULL,NULL,NULL,"17",NULL,NULL,NULL,"DOKTER GIGI MUDA","3",NULL,"60",NULL,"1"
"1411",NULL,NULL,NULL,NULL,"17",NULL,NULL,NULL,"DOKTER GIGI PERTAMA","3",NULL,"60",NULL,"1"
"1410",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"AUDITOR KEPEGAWAIAN MUDA","3",NULL,"58",NULL,"1"
"1409",NULL,NULL,NULL,NULL,"17",NULL,NULL,NULL,"DOKTER GIGI PENYELIA","3",NULL,"58",NULL,"1"
"1408",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"AUDITOR KEPEGAWAIAN PERTAMA","3",NULL,"58",NULL,"1"
"1407",NULL,NULL,NULL,NULL,"17",NULL,NULL,NULL,"DOKTER GIGI PELAKSANA LANJUTAN","3",NULL,"58",NULL,"1"
"1406",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"AUDITOR KEPEGAWAIAN PENYELIA","3",NULL,"58",NULL,"1"
"1405",NULL,NULL,NULL,NULL,"17",NULL,NULL,NULL,"DOKTER GIGI PELAKSANA","3",NULL,"58",NULL,"1"
"1404",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"AUDITOR KEPEGAWAIAN PELAKSANA LANJUTAN","3",NULL,"58",NULL,"1"
"1403",NULL,NULL,NULL,NULL,"17",NULL,NULL,NULL,"DOKTER GIGI PEMULA","3",NULL,"58",NULL,"1"
"1402",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"AUDITOR KEPEGAWAIAN PELAKSANA","3",NULL,"58",NULL,"1"
"1401",NULL,NULL,NULL,NULL,"15",NULL,NULL,NULL,"DOKTER UTAMA","3",NULL,"60",NULL,"1"
"1369",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"AUDITOR PELAKSANA","3",NULL,"58",NULL,"1"
"1367",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"AUDITOR PEMULA","3",NULL,"58",NULL,"1"
"1346",NULL,"8","759","23",NULL,NULL,NULL,NULL,"KEPALA UPT BPP WILAYAH HRIS","2",NULL,"58",NULL,"1"
"1345",NULL,"7","758","23",NULL,NULL,NULL,NULL,"KEPALA BALAI PRODUKSI PERIKANAN BUDIDAYA AIR TAWAR","2",NULL,"58",NULL,"1"
"1344",NULL,"8","757","23",NULL,NULL,NULL,NULL,"KEPALA UPT BALAI BENIH TANAMAN PANGAN DAN HOLTIKULTURA","2",NULL,"58",NULL,"1"
"1343",NULL,"8","756","26",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT PENGUJIAN DAN PERBENGKELAN KENDARAAN BERMOTOR","2",NULL,"58",NULL,"1"
"1342",NULL,"8","755","26",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT PENGELOLAAN PERPARKIRAN","2",NULL,"58",NULL,"1"
"1341",NULL,"7","754","26",NULL,NULL,NULL,NULL,"KEPALA UPT PENGUJIAN DAN PERBENGKELAN KENDARAAN BERMOTOR","2",NULL,"58",NULL,"1"
"1340",NULL,"7","753","26",NULL,NULL,NULL,NULL,"KEPALA UPT PENGELOLAAN PERPARKIRAN","2",NULL,"58",NULL,"1"
"1339",NULL,"8","752","20",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA LABORATORIUM","2",NULL,"58",NULL,"1"
"1338",NULL,"7","751","20",NULL,NULL,NULL,NULL,"KEPALA UPT LABORATORIUM","2",NULL,"58",NULL,"1"
"1337",NULL,"8","750","22",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT METROLOGI","2",NULL,"58",NULL,"1"
"1336",NULL,"8","749","22",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT PENGELOLA PASAR ULIN RAYA","2",NULL,"58",NULL,"1"
"1335",NULL,"8","748","22",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT PENGELOLA PASAR HRIS","2",NULL,"58",NULL,"1"
"1334",NULL,NULL,"747","22",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT PENGELOLA GUDANG TRANSITO","2",NULL,"58",NULL,"1"
"1348",NULL,"7","761","23",NULL,NULL,NULL,NULL,"KEPALA UPT BALAI PENYULUHAN PERTANIAN WILAYAH LANDASAN ULIN","2",NULL,"58",NULL,"1"
"1352",NULL,"7","765","9",NULL,NULL,NULL,NULL,"KEPALA UNIT PELAYANAN TEKNIS PAJAK DAERAH WILAYAH I","2",NULL,"58",NULL,"1"
"1353",NULL,"7","766","9",NULL,NULL,NULL,NULL,"KEPALA UNIT PELAYANAN TEKNIS PAJAK DAERAH WILAYAH II","2",NULL,"58",NULL,"1"
"1366",NULL,NULL,"779","23",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT BPP WILAYAH CEMPAKA","2",NULL,"58",NULL,"1"
"1365",NULL,NULL,"778","23",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT BPP WILAYAH LIANG ANGGANG","2",NULL,"58",NULL,"1"
"1364",NULL,NULL,"777","23",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT BPP WILAYAH LANDASAN ULIN","2",NULL,"58",NULL,"1"
"1363",NULL,"8","776","23",NULL,NULL,NULL,NULL,"KEPALA UPT BPP WILAYAH CEMPAKA","2",NULL,"58",NULL,"1"
"1362",NULL,"8","775","23",NULL,NULL,NULL,NULL,"KEPALA UPT BPP WILAYAH LANDASAN ULIN","2",NULL,"58",NULL,"1"
"1361",NULL,"8","774","23",NULL,NULL,NULL,NULL,"KEPALA UPT BPP WILAYAH LIANG ANGGANG","2",NULL,"58",NULL,"1"
"1360",NULL,NULL,"773","23",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT BPP WILAYAH HRIS","2",NULL,"58",NULL,"1"
"1359",NULL,"8","772","23",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT BALAI PRODUKSI PERIKANAN BUDIDAYA AIR TAWAR","2",NULL,"58",NULL,"1"
"1358",NULL,NULL,"771","23",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT BALAI BENIH TANAMAN PANGAN DAN HOLTIKULTURA","2",NULL,"58",NULL,"1"
"1357",NULL,"8","770","14",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT PEMADAM KEBAKARAN","2",NULL,"58",NULL,"1"
"1356",NULL,"7","769","14",NULL,NULL,NULL,NULL,"KEPALA UPT PEMADAM KEBAKARAN","2",NULL,"58",NULL,"1"
"1355",NULL,"8","768","9",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT PAJAK DAERAH WIL II","2",NULL,"58",NULL,"1"
"1354",NULL,"8","767","9",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA UPT PAJAK DAERAH WIL I","2",NULL,"58",NULL,"1"
"1333",NULL,"7","746","22",NULL,NULL,NULL,NULL,"KEPALA UPT METROLOGI","2",NULL,"58",NULL,"1"
"1207",NULL,NULL,"620","122",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1190",NULL,NULL,"603","105",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1189",NULL,NULL,"602","104",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1187",NULL,NULL,"600","102",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1186",NULL,NULL,"599","101",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1185",NULL,NULL,"598","100",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1184",NULL,NULL,"597","99",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1183",NULL,NULL,"596","98",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1182",NULL,NULL,"595","97",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1181",NULL,NULL,"594","96",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1180",NULL,NULL,"593","95",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1179",NULL,NULL,"592","94",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1178",NULL,NULL,"591","93",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1177",NULL,NULL,"590","92",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1191",NULL,NULL,"604","106",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1192",NULL,NULL,"605","107",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1193",NULL,NULL,"606","108",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1206",NULL,NULL,"619","121",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1205",NULL,NULL,"618","120",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1204",NULL,NULL,"617","119",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1203",NULL,NULL,"616","118",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1202",NULL,NULL,"615","117",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1201",NULL,NULL,"614","116",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1200",NULL,NULL,"613","115",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1199",NULL,NULL,"612","114",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1198",NULL,NULL,"611","113",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1197",NULL,NULL,"610","112",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1196",NULL,NULL,"609","111",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1195",NULL,NULL,"608","110",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1194",NULL,NULL,"607","109",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1176",NULL,NULL,"589","91",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1175",NULL,"8","588","68",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA","2",NULL,"58",NULL,"1"
"1158",NULL,"7","571","77",NULL,NULL,NULL,NULL,"KEPALA PUSKESMAS SUNGAI BESAR","2",NULL,"58",NULL,"1"
"1157",NULL,NULL,"570","76",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1156",NULL,NULL,"569","75",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1155",NULL,NULL,"568","74",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1154",NULL,NULL,"567","73",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1153",NULL,"7","566","72",NULL,NULL,NULL,NULL,"KEPALA PUSKESMAS LIANG ANGGANG","2",NULL,"58",NULL,"1"
"1152",NULL,NULL,"565","71",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1151",NULL,"7","564","70",NULL,NULL,NULL,NULL,"KEPALA PUSKESMAS LANDASAN ULIN","2",NULL,"58",NULL,"1"
"1150",NULL,"7","563","69",NULL,NULL,NULL,NULL,"KEPALA PUSKESMAS GUNTUNG MANGGIS","2",NULL,"58",NULL,"1"
"1149",NULL,"7","562","68",NULL,NULL,NULL,NULL,"KEPALA PUSKESMAS GUNTUNG PAYUNG","2",NULL,"58",NULL,"1"
"1148",NULL,"7","561","67",NULL,NULL,NULL,NULL,"KEPALA PUSKESMAS HRIS UTARA","2",NULL,"58",NULL,"1"
"1147",NULL,NULL,"560","66",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1146",NULL,"7","559","65",NULL,NULL,NULL,NULL,"KEPALA PUSKESMAS HRIS SELATAN","2",NULL,"58",NULL,"1"
"1159",NULL,"7","572","78",NULL,NULL,NULL,NULL,"KEPALA PUSKESMAS SUNGAI ULIN","2",NULL,"58",NULL,"1"
"1160",NULL,NULL,"573","79",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1161",NULL,NULL,"574","80",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1174",NULL,"8","587","69",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA","2",NULL,"58",NULL,"1"
"1173",NULL,NULL,"586","90",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1172",NULL,NULL,"585","89",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1171",NULL,NULL,"584","88",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1170",NULL,NULL,"583","87",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1169",NULL,NULL,"582","86",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1168",NULL,NULL,"581","85",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1167",NULL,"8","580","67",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA","2",NULL,"58",NULL,"1"
"1166",NULL,NULL,"579","84",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1165",NULL,NULL,"578","83",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1164",NULL,"8","577","65",NULL,NULL,NULL,NULL,"KEPALA SUB BAGIAN TATA USAHA","2",NULL,"58",NULL,"1"
"1163",NULL,NULL,"576","82",NULL,NULL,NULL,NULL,,"2",NULL,NULL,NULL,"1"
"1162",NULL,"7","575","81",NULL,NULL,NULL,NULL,"KEPALA PUSKESMAS RAWAT INAP CEMPAKA","2",NULL,"58",NULL,"1"
"1145",NULL,NULL,"558","64",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1"
"1270",NULL,"8","683","142",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1253",NULL,"8","666","135",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1252",NULL,"8","665","133",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN SOSIAL","2",NULL,"58",NULL,"1"
"1251",NULL,"8","664","139",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1250",NULL,"8","663","133",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1249",NULL,"8","662","137",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN  SOSIAL","2",NULL,"58",NULL,"1"
"1248",NULL,"8","661","133",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1247",NULL,"8","660","137",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
"1246",NULL,"8","659","133",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1245",NULL,"8","658","137",NULL,NULL,NULL,NULL,"KEPALA SEKSI PEMERINTAHAN","2",NULL,"58",NULL,"1"
"1244",NULL,"8","657","132",NULL,NULL,NULL,NULL,"KEPALA SEKSI KESEJAHTERAAN SOSIAL","2",NULL,"58",NULL,"1"
"1243",NULL,"8","656","137",NULL,NULL,NULL,NULL,"SEKRETARIS","2",NULL,"58",NULL,"1"
"1242",NULL,"8","655","132",NULL,NULL,NULL,NULL,"KEPALA SEKSI EKONOMI DAN PEMBANGUNAN","2",NULL,"58",NULL,"1"
