"30","5274",NULL,NULL,NULL,NULL,"2010-07-11","2010-07-22","KERJASAMA PPPTK YOGYAKARTA DISDIKPRO","PPPTK MTK","100","0156/F10/PP.A/SD-DASAR.K/2010","1970-01-01",NULL,NULL,NULL,NULL,"BIMTEK GURU MAPEL MTK ","DF",NULL,NULL,NULL,NULL
"31","5274",NULL,NULL,NULL,NULL,"2014-05-20","2014-05-26","LPMP Kalsel ",,"72","734/J36/DL/2014","2014-05-26",NULL,NULL,NULL,NULL,"IN GURU KLS II","DF",NULL,NULL,NULL,NULL
"32","5274",NULL,NULL,NULL,NULL,"2015-06-02","2015-06-08","LPMP Kalsel",,"72","1055/J39/DL/2015","2015-06-09",NULL,NULL,NULL,NULL,"IN GURU SD ","DF",NULL,NULL,NULL,NULL
"33","5274",NULL,NULL,NULL,NULL,"2016-05-23","2016-05-27","LPMP Kalsel",,"52","36234/MPK.D/PD/2016","2016-07-26",NULL,NULL,NULL,NULL,"INSTRUKTUR KABUPATEN/KOTA","DF",NULL,NULL,NULL,NULL
"34","5275",NULL,NULL,NULL,NULL,"2014-04-16","2014-06-20","LPMP KALSEL","HRIS","52","1082/J39/DL/2014","2014-06-20",NULL,NULL,NULL,NULL,"PELATIHAN IMPLEMENTASI KURIKULUM 2013 BAGI GURU SD","DF",NULL,NULL,NULL,NULL
"35","5275",NULL,NULL,NULL,NULL,"2013-11-07","2013-11-10","BTIKP KALSEL","BANJARMASIN","35","002.6/1109-Set/DISDIK/2013","2013-11-10",NULL,NULL,NULL,NULL,"PELATIHAN PEMANFAATAN PSB TERINTEGRASI PEMBELAJARAN BERBASIS TIK","DF",NULL,NULL,NULL,NULL
"36","5273",NULL,NULL,NULL,NULL,"2016-06-22","2016-06-27","LPMP PROV KALSEL","MARTAPURA","52 ","36235/MPK.D/PD/2016","2016-07-26",NULL,NULL,NULL,NULL,"DIKLAT K-13","DF",NULL,NULL,NULL,NULL
"37","5273",NULL,NULL,NULL,NULL,"2016-04-27","2016-05-03","PUSDIKLAT KWARNAS","SUBANG","72","00/01/169/KMD/2016","2016-05-03",NULL,NULL,NULL,NULL,"KMD NASIONAL","DF",NULL,NULL,NULL,NULL
"38","5273",NULL,NULL,NULL,NULL,"2016-08-08","2016-11-11","DISDIK HRIS","HRIS","100","421.2/--/DIKDAS/DP/2016","2016-11-16",NULL,NULL,NULL,NULL,"LESSON STUDY MGMD","DF",NULL,NULL,NULL,NULL
"39","5276",NULL,NULL,NULL,NULL,"2016-06-18","2016-06-27","P4TK TK & PLB BANDUNG","BANJARMASIN","100","A.0616-20-01-01-5258","2016-06-27",NULL,NULL,NULL,NULL,"GURU PEMBELAJAR INSTRUKTUR NASIONAL","DF",NULL,NULL,NULL,NULL
"40","5276",NULL,NULL,NULL,NULL,"2016-09-22","2016-09-24","BTIKP KALSEL","BANJARMASIN","30","002.6/312.BTIKP/DISDIK/2016","2016-09-24",NULL,NULL,NULL,NULL,"DIKLAT ICT BAGI GURU SD","DF",NULL,NULL,NULL,NULL
"41","5276",NULL,NULL,NULL,NULL,"2016-08-08","2016-11-11","DINAS PENDIDIKAN","HRIS","100","421.2/212/DIKDAS/DP/2016","2016-11-16",NULL,NULL,NULL,NULL,"PENDIDIKAN DAN PELATIHAN LESSON STUDY","DF",NULL,NULL,NULL,NULL
"42","5278",NULL,NULL,NULL,NULL,"2015-09-05","2015-11-12","DISDIK HRIS","SDN 1 G1.PAIKAT","100","421.2/3567/DIKDAS/DP/2015","2015-11-12",NULL,NULL,NULL,NULL,"LESSON STUDY BERBASISD MEMP","DF",NULL,NULL,NULL,NULL
"43","5278",NULL,NULL,NULL,NULL,"2016-08-05","2016-08-14","PPPPTK TK 2 PLB","HOTEL AMARIS BANJAR","100","2179/B17.3/PD/2016","2016-08-14",NULL,NULL,NULL,NULL,"IN GP GURU SD","DF",NULL,NULL,NULL,NULL
"44","5278",NULL,NULL,NULL,NULL,"2015-12-03","2015-12-06","DIREKTORAT PENDIDIKAN DASAR & MENENGAH KEMENDIKBUD","CRYSTAL LOTUS HOTEL YOGYAKARTA",,"2220/D.2/PD/2015","2015-12-06",NULL,NULL,NULL,NULL,"BIMTEK PELAKSANAAN PENILAIAN","DF",NULL,NULL,NULL,NULL
"45","5278",NULL,NULL,NULL,NULL,"2015-06-13","2015-06-15","DINAS PEND.PROP.. KALSEL","ROYAL JELITA HOTEL BJM","32","002.6/857-SET/SD/PISDIK/2015","2015-06-15",NULL,NULL,NULL,NULL,"PENYUSUNAN BUKU TEKS MULOK","DF",NULL,NULL,NULL,NULL
"46","5278",NULL,NULL,NULL,NULL,"2015-06-01","2015-06-03","DINAS PEND.PROP.KALSEL","ROYAL JELITA HOTEL BJM","32","002.6/818/SD/DISDIK/2015","2015-06-01",NULL,NULL,NULL,NULL,"PENGINTEGRASIKAN KD MULOK BAGI GURU SD","DF",NULL,NULL,NULL,NULL
"47","5282",NULL,NULL,NULL,NULL,"2016-08-08","2016-11-11","DINAS PENDIDIKAN KOTA HRIS","HOME BASE 2 SDN 1 GT.PAIKAT","100","421.2/212/DIKDAS/DP/2016","2016-11-16",NULL,NULL,NULL,NULL,"LESSON STUDY","DF",NULL,NULL,NULL,NULL
"48","5282",NULL,NULL,NULL,NULL,"2015-11-16","2016-11-22","LPMP","SDN 1 LAND.ULIN TIMUR","72","2398/J39/DL/2015","2015-12-10",NULL,NULL,NULL,NULL,"PKB","DF",NULL,NULL,NULL,NULL
"49","5277",NULL,NULL,NULL,NULL,"2016-06-04","2016-06-13","KEMENDIKBUD","SURABAYA","100","20400/B/KP/2016","2016-06-13",NULL,NULL,NULL,NULL,"NARASUMBER GP","DF",NULL,NULL,NULL,NULL
"50","5277",NULL,NULL,NULL,NULL,"2016-08-04","2016-05-08","DISDIK PROV KALSEL","BANJARMASIN","42","002.6/1156/11-SET/SD/DISDIK/2016","2016-08-10",NULL,NULL,NULL,NULL,"IMPLEMENTASI KUR. 2013","DF",NULL,NULL,NULL,NULL
"51","5284",NULL,NULL,NULL,NULL,"2016-04-27","2016-05-03","KWARNAS DAN KEMENDIKBUD","SUBANG, JAWA BARAT","72","00/01/132/KMD/2016","2016-05-03",NULL,NULL,NULL,NULL,"KURSUS PEMBINA PRAMUKA MAHIR TINGKAT DASAR","DF",NULL,NULL,NULL,NULL
"52","5284",NULL,NULL,NULL,NULL,"2012-09-05","2012-09-09","DISDIK PROV. KALSEL DAN PPPPTK MATEMATIKA","BANJARMASIN","50","421.2/976/BPSD/DISDIK/2012","2012-09-09",NULL,NULL,NULL,NULL,"TOT GURU PEMBINA MAPEL","DF",NULL,NULL,NULL,NULL
"53","5284",NULL,NULL,NULL,NULL,"2008-07-14","2008-07-16","PPPPTK IPA","HRIS","30","1795/F12/PENINGK. KOMP/VII/2008","2008-07-16",NULL,NULL,NULL,NULL,"DIKLAT KOMPETENSI GURU IPA SD","DF",NULL,NULL,NULL,NULL
"54","5284",NULL,NULL,NULL,NULL,"2010-11-24","2010-11-30","PEMPROV KALSEL DISDIK BTIKP","BANJARMASIN","60",,"2010-11-30",NULL,NULL,NULL,NULL,"TOT TIK","DF",NULL,NULL,NULL,NULL
"55","5284",NULL,NULL,NULL,NULL,"2008-03-23","2008-04-03","POKJA PPMP","HRIS","120","060/PPMP-BJB/IV/2008","2008-04-03",NULL,NULL,NULL,NULL,"DIKLAT PBS IPA","DF",NULL,NULL,NULL,NULL
"56","5285",NULL,NULL,NULL,NULL,"2016-06-22","2016-06-27","LPMP PROV.KALIMANTAN SELATAN ","MARTAPURA","52","36235/MPK.D/PD/2016","2016-07-26",NULL,NULL,NULL,NULL,"PELATIHAN GURU SASARAN KURIKULUM SD","DF",NULL,NULL,NULL,NULL
"57","5285",NULL,NULL,NULL,NULL,"2016-10-10","2016-10-15","KEMENTRIAN PENDIDIKAN&KEBUDAYAAN DIREKTORAT JENDERAL GURU&TENAGA KEPENDIDIKAN","YOGYAKARTA","50","14965/B3.2/KP/2016","2016-10-17",NULL,NULL,NULL,NULL,"PENINGKATAN KOPETENSI PEDOGOGIK BAGI GURU PENDIDIKAN DASAR","DF",NULL,NULL,NULL,NULL
"58","5285",NULL,NULL,NULL,NULL,"2016-11-20","2016-11-27","IGI KOTA HRIS","HRIS","32","-21.1/0149/2016","2016-11-28",NULL,NULL,NULL,NULL,"SEMINAR ACTIVE LEARNING ","DF",NULL,NULL,NULL,NULL
"59","5288",NULL,NULL,NULL,NULL,"2016-11-20","2016-11-27","IGI KOTA HRIS","HRIS","32","021.1/0149/2016","2016-11-28",NULL,NULL,NULL,NULL,"SEMINAR ACTIVE LEARNING DALAM BINGAKI K13","DF",NULL,NULL,NULL,NULL
"60","5290",NULL,NULL,NULL,NULL,"2013-11-19","2013-11-23","LPMP KALSEL","WISMA SULTAN ADAM","52","1345/J39/DL/2013","2013-11-23",NULL,NULL,NULL,NULL,"PELATIHAN GURU SASARAN IMPL. KUR 2013","DF",NULL,NULL,NULL,NULL
"61","5290",NULL,NULL,NULL,NULL,"2015-10-19","2015-10-25","LPMP KALSEL","HOTEL AMARIS","72","2008/J39/DL/2015","2015-10-27",NULL,NULL,NULL,NULL,"PELATIHAN INSTRUKTUR NASIONAL - PKB","DF",NULL,NULL,NULL,NULL
"62","5290",NULL,NULL,NULL,NULL,"2016-08-10","2016-08-14","LPMP KALSEL DISDIK KALSEL","HOTEL NASA","42","802.6/1200/9-SET/50/DISDIK/2016","2016-08-15",NULL,NULL,NULL,NULL,"IMPL.KUR-2013","DF",NULL,NULL,NULL,NULL
"63","5289",NULL,NULL,NULL,NULL,"2016-05-18","2016-05-20","DIRJEN PENDIDIKAN ISLAM KEMENAG RI","HOTEL ARIA BARITO","32","811/DJ.1.II/2/Kp.01/05/2016","2016-05-20",NULL,NULL,NULL,NULL,"PENGEMBANGAN PEMBANGUNAN & KURIKULUM PAI","DF",NULL,NULL,NULL,NULL
"64","5289",NULL,NULL,NULL,NULL,"2016-06-02","2016-06-04","BIDANG PAKIS KANWIL KEMENAG KAL-SEL","SLBC NEGERI PEMBINA","32","1230/KW.17.3-1/PP.001/06/2016","2016-11-28",NULL,NULL,NULL,NULL,"PENGEMBANGAN DAN PEMBANGUNAN KURIKULUM PAI SD","DF",NULL,NULL,NULL,NULL
"65","5289",NULL,NULL,NULL,NULL,"2016-11-20","2016-11-27","IKATAN GURU INDONESIA (IGI)","AULA GAWI SABARATAAN","32","021.1/0149/2016","2016-11-28",NULL,NULL,NULL,NULL,"ACTIVE LEARNING DALAM BINGKAI KURIKULUM 2013","DF",NULL,NULL,NULL,NULL
"66","5287",NULL,NULL,NULL,NULL,"2015-09-05","2015-11-12","DINAS PENDIDIKAN","HRIS","100","421.2/3567/DIKDAS/DP/2015","2015-11-12",NULL,NULL,NULL,NULL,"LESSON STUDY BERBASIS MGMP","DF",NULL,NULL,NULL,NULL
"67","5287",NULL,NULL,NULL,NULL,"2016-08-05","2016-08-14","P4TK dan PLB","BANJARMASIN","100","2179/B17.3/PD/2016","2016-08-14",NULL,NULL,NULL,NULL,"PELATIHAN INSTRUKTUR NASIONAL GURU PEMBELAJAR","DF",NULL,NULL,NULL,NULL
"70","5287",NULL,NULL,NULL,NULL,"2015-08-18","2015-08-20","BKD","HRIS","30","893/143-BIMTEK/BKD-DIKLAT","2015-08-24",NULL,NULL,NULL,NULL,"BIMTEK PAK JAFUNG","DF",NULL,NULL,NULL,NULL
"71","5287",NULL,NULL,NULL,NULL,"2016-11-23","2016-11-26","KEMENDIKBUD","SURAKARTA","32","3561/D2/PD/2016","2016-11-25",NULL,NULL,NULL,NULL,"BIMTEK TIK PEMBELAJARAN","DF",NULL,NULL,NULL,NULL
"72","5291",NULL,NULL,NULL,NULL,"2013-12-28","2014-02-15","IGTKI","HRIS","248","113/0406.A/DP/2014","2014-02-17",NULL,NULL,NULL,NULL,"DIKLAT PTK PAUD TINGKAT DASAR","DF",NULL,NULL,NULL,NULL
"73","5291",NULL,NULL,NULL,NULL,"2015-02-19","2015-02-22","ADWISE","HRIS","30","5.001/PN/EDWISE/II/2015","2015-02-22",NULL,NULL,NULL,NULL,"DIKLAT KREATIVITAS PEMBELAJARAN UNTUK PENDIDIKAN ANAK USIA DINI (BATCH 1)","DF",NULL,NULL,NULL,NULL
"74","5293",NULL,NULL,NULL,NULL,"2016-08-23","2016-08-25","IGI","HRIS","32","021.1/081/2016","2016-08-25",NULL,NULL,NULL,NULL,"SEMINAR DAN PELATIHAN MEDIA PEMBELAJARAN BERBASIS IT","DF",NULL,NULL,NULL,NULL
"75","5291",NULL,NULL,NULL,NULL,"2015-04-02","2015-04-05","ADWISE ","HRIS","30","5.011/PN/EDWISE/II/2015","2015-04-05",NULL,NULL,NULL,NULL,"DIKLAT KREATIVITAS PEMBELEJARAN UNTUK PENDIDIKAN ANAK USIA DINI (BATCH II)","DF",NULL,NULL,NULL,NULL
"76","5291",NULL,NULL,NULL,NULL,"2015-05-14","2015-05-07","ADWISE","HRIS","30","5.021/PN/EDWISE/II/2015","2015-05-17",NULL,NULL,NULL,NULL,"DIKALT KREATIVITAS PEMBELAJARAN UNDUK PENDIDIKAN ANAK USIA DINI (BATCH III)","DF",NULL,NULL,NULL,NULL
"77","5291",NULL,NULL,NULL,NULL,"2015-05-23","2015-06-06","YAYASAN MUTIARA DAN YAYASAN AL-IKHLAS","HRIS","30",,"2015-06-06",NULL,NULL,NULL,NULL,"WORKSHOP KURIKULUM 2013 PAUD","DF",NULL,NULL,NULL,NULL
"78","5291",NULL,NULL,NULL,NULL,"2015-10-17","2015-10-17","INFECT INDONESIA","JAKARTA","32",,"2015-10-17",NULL,NULL,NULL,NULL,"PELATIHAN NASIONAL JUEUS JITU MAHIR MENDONGENG DENGAN METODE BBM & SENAM TONGKAT UNTUK KEBUGARAN ANAK","DF",NULL,NULL,NULL,NULL
"79","5291",NULL,NULL,NULL,NULL,"2016-04-15","2016-04-16","SUPER QUANTUM INDONESIA TRAINING & CONSULTANT","HRIS","15",,"2016-04-16",NULL,NULL,NULL,NULL,"PELATHAN BRAIN GYM GERAKAN MENYENANGKAN UNTUK MENCERDASKAN OTAK DAN MEMBANTU KESULITAN BELAJAR SISWA","DF",NULL,NULL,NULL,NULL
"81","5291",NULL,NULL,NULL,NULL,"2016-08-08","2016-11-08","KEMENTRIAN PENDIDIKAN DAN KEBUDAYAAN ","HRIS","264","009/KPP-PAUD-DIKMAS/2016","2016-12-20",NULL,NULL,NULL,NULL,"DIKALT BERJENJANG PTK PAUD TINGKAT LANJUTAN","DF",NULL,NULL,NULL,NULL
"82","5294",NULL,NULL,NULL,NULL,"1970-01-01","1970-01-01","UNIVERSITAS LAMBUNG MANGKURAT"," HRIS",,"170702002479","2008-04-30",NULL,NULL,NULL,NULL,"PLPG","DF",NULL,NULL,NULL,NULL
"83","5294",NULL,NULL,NULL,NULL,"2013-10-09","2013-12-05","IGTKI-PGRI"," HRIS","248","053/3120A/DP/2013","2013-12-09",NULL,NULL,NULL,NULL,"DIKLAT DASAR","DF",NULL,NULL,NULL,NULL
"84","5294",NULL,NULL,NULL,NULL,"2015-02-19","2015-02-22","EDWISE EDUTAINMENT"," HRIS","30","5.001/PN/EDWIS/II/2015","2015-02-22",NULL,NULL,NULL,NULL,"KREATIVITAS PEMBELAJARAN UNTUK PAUD (1)","DF",NULL,NULL,NULL,NULL
"85","5294",NULL,NULL,NULL,NULL,"2015-04-02","2015-04-05","EDWISE EDUTAINMENT","HRIS","30","5.011/PN/EDWISE/IV/2015","2015-04-05",NULL,NULL,NULL,NULL,"KREATIVITAS PEMBELAJARAN UNTUK PAUD (2)","DF",NULL,NULL,NULL,NULL
"86","5292",NULL,NULL,NULL,NULL,"2010-08-04","2010-11-04","LPMP","BANJARMASIN","40","1890/F38/LL/2010","2010-12-08",NULL,NULL,NULL,NULL,"WORK SHOAF KepTK","DF",NULL,NULL,NULL,NULL
"87","5294",NULL,NULL,NULL,NULL,"2015-05-14","2015-05-17","EDWISE EDUTAINMENT","HRIS","30","5.021/PN/EDWISE/V/2015","2015-05-17",NULL,NULL,NULL,NULL,"KREATIVITAS PEMBELAJARAN UNTUK PAUD (3)","DF",NULL,NULL,NULL,NULL
"88","5294",NULL,NULL,NULL,NULL,"2016-09-14","2016-09-16","BP-PAUD DAN DIKMAS","HRIS","30","008/IHF/S-TK/IX/2016","2016-09-16",NULL,NULL,NULL,NULL,"PENDIDIKAN KARAKTER DAN PENDEKATAN SAINTIFIK","DF",NULL,NULL,NULL,NULL
"89","5292",NULL,NULL,NULL,NULL,"2013-05-20","2013-05-22","DINAS PENDIDIKAN PROV. KALSEL","HOTEL AMARIS KAB. BANJAR","24","420/110/PAUDNI/DISDIK/2013","2013-05-22",NULL,NULL,NULL,NULL,"ORIENTASI TEKNIS PEMBELAJARAN PENDIDIK PAUD","DF",NULL,NULL,NULL,NULL
"90","5295",NULL,NULL,NULL,NULL,"2015-09-04","2015-09-07","DINAS PENDIDIKAN PROV.KAL-SEL","HOTEL VICTORIA B.MASIN","30","421.8/1215-SET/DISDIK/2015","2015-09-07",NULL,NULL,NULL,NULL,"BINTEK PENYELENGGARA PEND.INKLUSIF","DF",NULL,NULL,NULL,NULL
"91","5295",NULL,NULL,NULL,NULL,"2015-05-23","2015-06-06","YAYASAN MUTIARA","AULA TKN IDAMAN B.BARU","30",,"2015-06-06",NULL,NULL,NULL,NULL,"WORKSHOP KURIKULUM 2013","DF",NULL,NULL,NULL,NULL
"92","5292",NULL,NULL,NULL,NULL,"2013-06-13","2013-06-13","DINAS PENDIDIKAN PROV. KALSEL","HOTEL AMARIS KAB. BANJAR","24","420/110/PAUDNI/DISDIK/2013","2013-06-16",NULL,NULL,NULL,NULL,"BINTEK MANAJEMEN SAPRAS PAUD","DF",NULL,NULL,NULL,NULL
"93","5295",NULL,NULL,NULL,NULL,"2015-02-19","2015-02-22","EDWISE EDUTAIMENT","HRIS","30","5.001/PN/EDWISE/II/2015","2015-02-22",NULL,NULL,NULL,NULL,"DIKLAT KREATIVITAS PEMBELAJARAN U/ PAUD I","DF",NULL,NULL,NULL,NULL
"94","5292",NULL,NULL,NULL,NULL,"2014-03-19","2014-03-22","DINAS PENDIDIKAN PROV. KALSEL","HOTEL AMARIS KAB. BANJAR","24","420/091-PAUDNI/DISDIK/2014","2014-03-22",NULL,NULL,NULL,NULL,"BINTEK PENGUATAN MANAJEMEN LEMBAGA","DF",NULL,NULL,NULL,NULL
"95","5292",NULL,NULL,NULL,NULL,"2014-09-23","2014-09-25","UNLAM","TK. IDAMAN","24","07/UN8.1.2.7/SP/PG.PAUD/2014","2014-09-29",NULL,NULL,NULL,NULL,"DIKLAT PSKGJ.PG.PAUD","DF",NULL,NULL,NULL,NULL
"96","5292",NULL,NULL,NULL,NULL,"2016-08-10","2016-08-12","DINAS PENDIDIKAN PROV. KALSEL","HOTEL G SIGN BANJARMASIN","36","270/145/PAUDNI/DISDIK/2016","2014-08-12",NULL,NULL,NULL,NULL,"BINTEK PENYELENGGARAAN PENDIDIKAN KELUARGA","DF",NULL,NULL,NULL,NULL
"97","5298",NULL,NULL,NULL,NULL,"2015-05-23","2015-06-06",,"AULA TK IDAMAN","30",,"2015-06-05",NULL,NULL,NULL,NULL,"WORKSHOP KURIKULUM","DF",NULL,NULL,NULL,NULL
"98","5298",NULL,NULL,NULL,NULL,"2015-05-14","2015-05-17",,"HRIS","30",,"2015-05-17",NULL,NULL,NULL,NULL,"DIKLAT KURIKULUM 2013","DF",NULL,NULL,NULL,NULL
"99","5298",NULL,NULL,NULL,NULL,"2015-04-02","2015-04-05",,"HRIS","30",,"2015-02-05",NULL,NULL,NULL,NULL,"DIKLAT KURIKULUM PAUD","DF",NULL,NULL,NULL,NULL
"100","5298",NULL,NULL,NULL,NULL,"2015-10-17","1970-01-01","INPECT INDONESIA",,"32",,"2015-10-17",NULL,NULL,NULL,NULL,"PELATIHAN NASIONAL","DF",NULL,NULL,NULL,NULL
"101","5296",NULL,NULL,NULL,NULL,"2008-07-02","2008-07-21","DINAS PENDIDIKAN","HRIS","174","92.233/1.08/DPII/LAN/08","2008-07-21",NULL,NULL,NULL,NULL,"PRAJABATAN GOL.II","DF",NULL,NULL,NULL,NULL
"102","5296",NULL,NULL,NULL,NULL,"2013-05-20","2013-05-22","DINAS PENDIDIKAN PROVINSI","HOTEL AMARIS","24","420/110/PAUDNI/DISDIK/2013","2013-05-22",NULL,NULL,NULL,NULL,"ORIENTASI TEKNIS PEMBELAJARAN","DF",NULL,NULL,NULL,NULL
"103","5296",NULL,NULL,NULL,NULL,"2015-02-19","2015-02-22","EDWISE","AULA DINAS HRIS","30","5.001/PN/EDWISE/II/2015","2015-02-22",NULL,NULL,NULL,NULL,"KREATIVITAS PEMBELAJARAN","DF",NULL,NULL,NULL,NULL
"104","5296",NULL,NULL,NULL,NULL,"2016-09-14","2016-09-16","BP PAUD DIKMAS&IHF","BP.PAUD DIKMAS","30","008/IHF/S-TK/IX/2016","2016-09-16",NULL,NULL,NULL,NULL,"PELATIHAN AKBAR","DF",NULL,NULL,NULL,NULL
"105","5296",NULL,NULL,NULL,NULL,"2016-10-12","2016-10-13","DISDIK HRIS","AULA TKN IDAMAN","17","421.9/04/DP/PAUDNI/16","2016-10-19",NULL,NULL,NULL,NULL,"PELATIHAN KURIKULUM 2013","DF",NULL,NULL,NULL,NULL
"106","5296",NULL,NULL,NULL,NULL,"2016-08-08","2016-10-03","BPPAUD DAN DIKMAS","BPPAUD DAN DIKMAS","48","011/KPP-PAUD-DIKMAS/16","2016-12-20",NULL,NULL,NULL,NULL,"DIKLAT PTK PAUD TK DASAR","DF",NULL,NULL,NULL,NULL
"107","5303",NULL,NULL,NULL,NULL,"2016-11-22","2016-11-23","DINAS PENDIDIKAN HRIS","HRIS","16","4219/05/DP/PAUDNI/2016","2016-11-24",NULL,NULL,NULL,NULL,"PELATIHAN KEPROFESIONALAN GURU PAUD","DF",NULL,NULL,NULL,NULL
"108","5303",NULL,NULL,NULL,NULL,"2013-12-06","2013-12-28","IGTKI-PGRI KOTA HRIS KEPALA DINAS PENDIDIKAN KOTA HRIS","HRIS","248","117/0406.A/DP/2014","2014-02-17",NULL,NULL,NULL,NULL,"PTK PAUD TINGKAT DASAR","DF",NULL,NULL,NULL,NULL
